X,Y,Z,W,Distance
0.000140055,-0.002811131,-0.007022447,-0.999971381,0.015131
-0.003809379,-0.003547904,-0.005495001,-0.999971353,0.0151387
-0.007570055,-0.000259815,-0.00002445,-0.999971313,0.0151492
-0.000152172,0.005292941,-0.005422017,-0.999971281,0.0151577
0.003079774,0.006706318,-0.001738213,-0.999971259,0.0151634
0.002287713,-0.000269837,-0.007223605,-0.999971256,0.0151641
-0.005995551,0.00423644,0.001897341,-0.999971253,0.0151651
0.006281886,-0.00423266,0.000356382,-0.999971247,0.0151665
0.005479675,0.000293118,0.005235101,-0.99997124,0.0151684
-0.003783925,-0.006472819,-0.001145052,-0.999971236,0.0151694
-0.007416353,0.001569017,0.000251177,-0.999971236,0.0151695
-0.001638255,0.006570519,-0.003417496,-0.999971232,0.0151704
-0.002494756,-0.003965033,0.005965972,-0.999971231,0.0151712
-0.001585654,0.007067241,0.002257801,-0.999971221,0.0151735
0.007582384,0.000293668,-0.000046826,-0.999971209,0.0151766
0.000830941,-0.000191112,0.007541098,-0.999971202,0.0151782
-0.004313178,0.000584572,-0.006227877,-0.999971134,0.0151965
0.003427842,0.006020486,0.003124173,-0.999971121,0.0151997
0.001735543,0.001982055,0.007129241,-0.999971116,0.0152011
-0.005963562,0.000978985,-0.004611212,-0.999971107,0.0152035
0.002145927,-0.002791719,0.006742035,-0.999971073,0.0152123
0.001331589,-0.006493223,-0.003733642,-0.999971062,0.0152153
0.004857414,-0.005516437,-0.001971875,-0.999971043,0.0152204
-0.001011966,-0.007499184,0.000810214,-0.99997104,0.0152209
0.002649246,-0.000353425,-0.007125917,-0.999971039,0.0152215
-0.006242063,-0.00420089,-0.001151414,-0.999971031,0.0152234
-0.000774567,-0.000869514,0.007522407,-0.999971028,0.0152241
-0.002898042,-0.004503335,0.005410489,-0.999971024,0.0152255
-0.004874688,-0.003323627,0.004816822,-0.999970994,0.0152332
-0.005472827,-0.000387375,0.005285077,-0.999970983,0.0152361
0.007280261,-0.002195417,-0.000470945,-0.999970978,0.0152374
-0.002240147,-0.006571171,-0.003145729,-0.999970953,0.015244
-0.006786559,0.000924381,0.003348421,-0.999970938,0.0152479
-0.002302446,0.002712312,0.006743643,-0.999970932,0.0152496
0.006433362,0.003599882,0.001965431,-0.999970894,0.0152592
-0.005239015,0.005171237,-0.002009111,-0.999970887,0.0152612
0.005665208,0.001254599,-0.004961332,-0.999970858,0.0152687
0.004715809,-0.005239831,-0.002934889,-0.999970845,0.0152721
0.003773716,0.001970553,0.006344755,-0.99997081,0.0152815
-0.007292881,0.002268399,-0.000268627,-0.999970798,0.0152846
-0.005361696,-0.005361468,0.000963701,-0.999970789,0.015287
-0.005445862,-0.001095613,0.005265338,-0.999970709,0.0153079
-0.000779496,-0.000262413,-0.007613017,-0.999970682,0.0153148
0.003335367,0.002614246,0.006382918,-0.999970649,0.0153233
0.000516944,-0.00578812,-0.004996459,-0.999970632,0.0153278
0.003411656,-0.001492418,0.006700927,-0.999970615,0.0153324
-0.002296052,-0.005196583,0.005157075,-0.999970564,0.0153458
-0.001667844,-0.007157566,0.002206466,-0.999970559,0.015347
-0.000857437,0.000556306,-0.00760602,-0.999970551,0.0153491
0.00495082,-0.00582569,0.00068461,-0.999970541,0.0153518
0.001424656,-0.006054751,0.004502964,-0.999970516,0.0153582
0.000586415,0.002905498,-0.007088202,-0.999970485,0.0153661
0.002137385,-0.006090032,-0.004172131,-0.999970468,0.0153707
0.004662632,-0.001864412,-0.005822644,-0.99997044,0.0153781
-0.001028808,0.00415651,-0.006387234,-0.999970434,0.0153798
0.002191822,-0.003062203,-0.006706852,-0.999970418,0.0153835
-0.003550907,0.001681775,0.006612901,-0.999970416,0.0153842
-0.001190372,-0.001937903,-0.007349449,-0.999970406,0.0153865
-0.006174385,-0.001384521,-0.004377725,-0.999970397,0.0153891
0.000207195,-0.005704687,0.005161804,-0.999970384,0.0153925
0.00753392,-0.001459946,-0.00059402,-0.999970377,0.0153942
0.003682192,0.004979553,0.004572147,-0.99997037,0.015396
-0.007481194,0.001737933,-0.000644579,-0.999970297,0.015415
0.003825225,-0.002375738,0.006258622,-0.999970276,0.0154204
0.000658865,0.001748982,-0.007480592,-0.999970273,0.0154212
-0.000925162,0.006055353,0.004684318,-0.999970267,0.015423
-0.005792225,0.003762974,-0.003430785,-0.999970259,0.0154248
-0.002815241,0.006501854,0.003050645,-0.999970246,0.0154281
-0.002326071,0.00102312,0.00728347,-0.999970246,0.0154282
-0.00233386,-0.000535006,-0.007334157,-0.999970238,0.0154304
-0.004617853,-0.002078967,0.00582085,-0.999970235,0.0154312
0.000946324,0.002585962,-0.007214196,-0.999970186,0.015444
0.003673899,0.002301585,-0.006394124,-0.99997016,0.0154507
0.006759305,-0.001068463,0.003584968,-0.999970159,0.0154511
-0.004291063,0.000011511,-0.006424885,-0.999970153,0.0154523
0.002325817,0.007283677,0.001114679,-0.999970148,0.0154538
0.006095485,0.001464658,0.004524928,-0.999970112,0.015463
-0.00132499,-0.005053321,0.005701431,-0.999970101,0.0154661
0.001552977,-0.00131803,0.007460934,-0.999970092,0.0154682
-0.000060376,-0.002553122,-0.007302213,-0.999970077,0.0154719
-0.001939477,0.004859368,-0.005698812,-0.999970074,0.0154729
0.001405697,-0.006926933,-0.003145655,-0.999970073,0.0154731
0.001039149,-0.005476265,-0.005373281,-0.999970029,0.0154844
0.00583695,0.003092272,0.004042911,-0.999970011,0.0154891
-0.001692264,-0.002737878,0.00704543,-0.999970001,0.0154919
0.000944494,-0.000619535,-0.007663911,-0.999969994,0.0154934
-0.005151949,-0.000370012,0.005778934,-0.999969962,0.0155018
0.001515039,0.007433246,0.00160248,-0.999969941,0.0155071
0.00402329,-0.004642982,0.004731852,-0.999969932,0.0155094
0.00340851,0.003739306,0.005877553,-0.999969927,0.0155109
0.001953642,-0.00533203,0.005284597,-0.999969912,0.0155145
0.001112566,0.007443186,0.001882224,-0.999969909,0.0155155
-0.006190135,0.003787796,0.002749334,-0.999969888,0.015521
0.003768161,0.001787227,-0.006544626,-0.999969887,0.0155212
-0.004515972,-0.006131138,-0.001500992,-0.999969881,0.0155228
0.002489743,0.00230436,-0.006980772,-0.99996988,0.0155229
0.001191279,-0.007661931,-0.000350033,-0.999969876,0.0155239
-0.000934482,-0.000351797,-0.007699783,-0.999969858,0.0155287
-0.005064932,-0.001587139,0.005670324,-0.999969837,0.015534
-0.003896899,-0.003397546,-0.005797338,-0.99996983,0.0155358
-0.004177564,0.006462192,0.001071061,-0.99996982,0.0155384
0.004466357,0.002071531,-0.00601601,-0.999969784,0.0155478
0.001629516,0.007500322,-0.001258237,-0.999969753,0.0155556
0.002775264,-0.007193209,0.001038072,-0.999969739,0.0155593
-0.006834778,0.003166306,-0.001948258,-0.999969732,0.0155611
0.006646211,-0.004000825,0.000619791,-0.999969718,0.0155646
-0.000207936,0.005606517,-0.005394174,-0.999969713,0.0155661
-0.003696522,-0.004916035,0.004769587,-0.999969709,0.0155668
-0.005011312,-0.005679592,0.001792249,-0.999969708,0.0155672
0.002428804,0.001016999,-0.007326146,-0.999969697,0.0155698
0.001565661,-0.003965707,0.006516525,-0.999969678,0.0155749
0.002951565,-0.007068674,0.00144943,-0.99996961,0.0155923
-0.007566908,0.000771955,0.001726272,-0.999969583,0.0155994
-0.001524368,0.004062355,-0.006481522,-0.999969581,0.0155996
0.00224499,-0.007227564,-0.001890359,-0.999969574,0.0156016
0.005149667,0.005062991,-0.002964622,-0.999969529,0.0156132
0.000396396,0.000369827,0.007787843,-0.999969527,0.0156135
-0.002485757,0.000324311,-0.007394083,-0.999969521,0.015615
0.0034409,0.002037937,-0.006705643,-0.99996952,0.0156152
0.003186674,0.005652043,-0.004343532,-0.999969516,0.0156164
-0.00213651,0.007106525,-0.002444659,-0.999969478,0.0156263
-0.003184297,0.004602131,0.005452692,-0.999969474,0.0156273
0.001148337,-0.00687757,0.003540138,-0.999969423,0.0156401
-0.00419701,-0.006304299,0.001978705,-0.999969362,0.0156557
0.004823957,-0.006110654,0.000828226,-0.999969351,0.0156586
0.004425593,0.000836532,-0.006405099,-0.999969344,0.0156603
0.000403099,0.00020568,-0.00781711,-0.999969344,0.0156608
-0.002360477,0.007449657,-0.000688918,-0.999969228,0.0156902
0.002644576,0.003603984,-0.006447641,-0.999969222,0.0156913
0.003757397,0.00477059,0.004968204,-0.99996922,0.0156923
-0.002366313,0.001553582,0.007319427,-0.999969206,0.0156957
-0.007541395,0.002179422,-0.000032419,-0.999969188,0.0157003
-0.001494348,-0.007433753,-0.00203234,-0.999969187,0.0157003
-0.005007465,0.000286507,-0.006041497,-0.999969171,0.0157046
0.003047161,-0.006821428,0.002417715,-0.999969168,0.0157053
0.000339149,-0.001747277,0.007649177,-0.999969161,0.015707
0.007348453,-0.001832763,0.002079176,-0.999969159,0.0157077
0.000655407,0.004791324,-0.006189436,-0.999969152,0.0157096
0.007766383,-0.000886994,-0.000784382,-0.99996914,0.0157124
0.007353577,-0.002741254,0.000367251,-0.999969137,0.0157131
0.001057961,-0.000997727,0.007721319,-0.999969133,0.0157145
-0.005609893,-0.00283332,0.004723668,-0.999969094,0.0157242
-0.002188095,0.005748394,0.004897391,-0.999969091,0.0157247
0.001974599,-0.005177673,-0.005582764,-0.999969062,0.0157323
-0.007482653,-0.001142782,-0.002141458,-0.999969059,0.0157332
0.003368591,0.003060979,-0.006417919,-0.999969046,0.0157363
0.000451385,0.001593457,0.007693848,-0.99996903,0.0157405
-0.003802171,0.001989375,0.00659835,-0.999969023,0.0157421
0.0051805,-0.003639985,-0.004676869,-0.999969019,0.0157431
0.003765227,-0.005625811,0.004017364,-0.999969017,0.0157439
0.005416152,0.004193721,0.003884207,-0.999968995,0.0157493
0.003491456,-0.006954698,-0.001206246,-0.999968993,0.0157499
0.002216384,-0.007518517,-0.000771782,-0.999968981,0.0157528
0.004402007,0.004671783,-0.004565568,-0.999968976,0.0157541
-0.00566735,-0.004122356,0.003601174,-0.999968959,0.0157584
0.000213836,0.003091978,-0.007244996,-0.999968952,0.0157603
0.001576136,-0.000811181,-0.007681654,-0.999968925,0.0157673
0.004178675,0.001078417,0.006598916,-0.999968915,0.0157698
0.000736877,0.006345288,0.004622627,-0.999968912,0.0157702
-0.000792526,0.004624644,-0.0063463,-0.999968854,0.0157849
-0.007161256,-0.003100705,-0.001181713,-0.999968852,0.0157855
-0.00114478,0.007801768,0.000344977,-0.999968851,0.0157859
-0.000937168,-0.007487643,0.00231579,-0.999968847,0.015787
0.005656255,0.003184174,0.004491929,-0.999968845,0.0157875
-0.002594341,-0.001156365,0.007367264,-0.999968827,0.0157918
-0.006388388,-0.003169678,-0.003399584,-0.999968792,0.0158009
0.006883139,-0.003834033,-0.000589941,-0.999968787,0.0158021
-0.00338706,0.007127256,-0.000410752,-0.99996878,0.0158038
0.003790908,-0.002289268,0.006544989,-0.999968775,0.0158049
0.004055098,-0.000802307,-0.006738805,-0.99996875,0.0158114
0.00090783,-0.0038627,0.006837954,-0.999968748,0.0158117
-0.001838339,-0.007619119,-0.001040406,-0.999968743,0.0158132
-0.003358132,0.005314425,-0.004797154,-0.999968733,0.0158158
-0.000428545,0.007898704,0.000019547,-0.999968713,0.0158209
-0.00423945,0.006030745,0.002870975,-0.999968707,0.0158225
-0.002756454,0.001103208,-0.007334116,-0.999968697,0.0158248
-0.001432763,-0.005479353,0.00552551,-0.999968696,0.0158253
0.002664527,-0.005550993,-0.004972881,-0.999968678,0.0158295
-0.000027286,0.005698091,0.005496257,-0.999968661,0.0158339
-0.000008322,0.007473224,0.002613187,-0.999968661,0.015834
-0.00579334,0.002098671,-0.004971861,-0.999968656,0.0158352
-0.00667646,0.003667207,0.002178249,-0.999968615,0.0158454
-0.00474588,0.006146102,0.001575643,-0.999968609,0.015847
-0.001463855,-0.006534751,0.00423646,-0.999968603,0.0158487
-0.006600898,0.003840843,-0.002117266,-0.999968596,0.0158503
-0.004337259,0.004483182,-0.004891108,-0.999968583,0.0158537
-0.003254886,0.003290578,-0.006437066,-0.999968571,0.015857
0.005254948,0.005663644,0.001787436,-0.999968556,0.0158604
0.007411827,-0.000550436,-0.002775717,-0.999968528,0.0158674
-0.001051906,0.007485384,0.002411307,-0.999968524,0.0158687
0.000421396,0.007832232,0.001198265,-0.999968521,0.0158693
-0.000547196,0.000095153,-0.007915326,-0.999968519,0.0158697
-0.004841212,-0.005548352,0.002956433,-0.999968518,0.0158699
0.00661553,-0.002878269,0.003303918,-0.999968517,0.0158703
0.004883819,0.000818982,-0.006201526,-0.999968509,0.0158724
-0.003545045,0.007096547,0.000347505,-0.999968475,0.0158809
-0.001614029,-0.007215697,-0.002899821,-0.999968459,0.0158848
-0.007733285,0.000150126,0.001815727,-0.999968438,0.0158902
0.004511679,-0.005983746,-0.002663228,-0.999968373,0.0159065
-0.002030462,-0.007691886,0.000210726,-0.999968333,0.0159165
-0.006027048,0.00339133,-0.003947683,-0.999968294,0.0159263
-0.005492306,0.000687199,-0.005727161,-0.99996828,0.0159298
0.00249817,-0.001768612,0.007353961,-0.999968275,0.0159312
-0.002689466,0.002123288,-0.007192804,-0.99996826,0.0159347
0.006536594,-0.002461476,0.00383321,-0.99996826,0.0159351
0.005727055,0.005398336,-0.001241299,-0.999968258,0.0159353
0.005111165,-0.006023126,-0.001050311,-0.999968247,0.0159382
0.005949905,0.005295567,-0.00027769,-0.999968239,0.0159402
-0.004252309,-0.006637763,0.001186149,-0.999968225,0.0159437
0.006263992,0.003482603,0.00349476,-0.99996821,0.0159475
-0.004211554,0.006767067,-0.000224269,-0.999968209,0.0159477
0.006166326,0.003474358,0.00368357,-0.999968168,0.0159582
0.000394602,0.007356184,0.003065674,-0.999968166,0.0159584
-0.001973275,-0.004232432,0.006470814,-0.99996816,0.0159601
-0.006577871,0.000256516,0.004518711,-0.999968123,0.0159691
0.004020977,-0.000091346,0.006898252,-0.999968118,0.0159705
-0.007867062,0.000410735,-0.001307956,-0.999968114,0.0159714
0.006277382,0.002811435,0.004063334,-0.999968089,0.0159776
-0.000778707,0.005900362,-0.005342128,-0.99996802,0.015995
0.00081598,0.000816372,0.007915529,-0.999968006,0.0159987
0.002420626,-0.004281541,-0.006310204,-0.999967995,0.0160013
-0.000437459,0.003214923,-0.007314584,-0.999967984,0.0160042
0.005362002,0.004677231,-0.003669404,-0.999967953,0.0160117
-0.003872334,0.00567028,0.004120701,-0.999967936,0.0160162
0.007196365,-0.001838696,-0.002999073,-0.999967918,0.0160205
0.002151064,0.007176646,0.002839511,-0.999967902,0.0160245
-0.002413457,0.006545807,0.003941491,-0.999967896,0.016026
-0.007359713,-0.002164832,0.002333312,-0.999967851,0.0160371
0.004430825,0.004028973,-0.005334652,-0.999967838,0.0160406
0.000378022,0.004676756,0.006510603,-0.999967798,0.0160505
-0.006095511,0.002572827,0.004544354,-0.999967787,0.0160533
-0.007494948,0.001073517,0.002665313,-0.999967784,0.0160539
0.005726458,-0.005372252,-0.001671168,-0.999967776,0.0160558
-0.002128704,-0.000504576,-0.007726997,-0.999967753,0.0160615
-0.000252951,0.004312698,-0.0067706,-0.999967747,0.0160631
-0.001662051,0.00743927,-0.002537591,-0.999967727,0.0160681
0.006171344,-0.003863232,-0.003398623,-0.999967719,0.0160701
-0.003432237,0.005333254,0.004934343,-0.999967714,0.0160714
-0.000810682,-0.005065965,-0.006188392,-0.999967691,0.0160772
-0.001079883,0.003526805,-0.007144607,-0.999967675,0.0160813
0.003475604,0.005087328,0.00517059,-0.999967652,0.016087
-0.004966421,-0.002953104,-0.005596252,-0.999967647,0.016088
-0.00014775,-0.005805792,0.005568758,-0.999967629,0.0160923
0.007646044,0.000288833,0.002494561,-0.999967615,0.0160959
-0.003098782,-0.006923733,-0.002689149,-0.999967613,0.0160963
0.007675287,0.000891558,0.002260575,-0.999967592,0.0161017
0.007803665,-0.001613863,0.001151467,-0.999967586,0.0161033
0.000045109,0.003473383,-0.007264168,-0.999967582,0.0161042
0.00286507,0.001602877,-0.007352596,-0.99996758,0.0161047
0.007879509,-0.001142553,0.001207644,-0.999967574,0.0161062
-0.007132563,0.001654118,0.003366697,-0.999967527,0.0161178
-0.002068839,0.002894777,0.007234468,-0.999967501,0.0161243
-0.001058704,0.007484498,0.002809931,-0.999967482,0.016129
-0.006933955,0.001169291,-0.003966065,-0.999967411,0.0161467
-0.003548231,-0.004442509,0.005736594,-0.999967382,0.0161537
0.001861178,-0.006247368,-0.0047781,-0.999967338,0.0161647
-0.002210743,-0.002461815,0.007376568,-0.999967319,0.0161694
0.004597633,0.001226058,0.006539874,-0.999967294,0.0161758
-0.004668993,-0.004153924,-0.005134086,-0.999967293,0.0161759
0.003856894,0.00662506,-0.00258042,-0.999967287,0.0161775
0.006768419,-0.000592682,-0.004394209,-0.999967264,0.0161832
-0.007739067,0.002047443,-0.001190535,-0.999967248,0.0161869
0.005746303,0.00519854,-0.002337302,-0.999967246,0.0161876
0.004228911,0.002247075,0.006525559,-0.999967241,0.0161885
0.002115545,0.006351668,-0.004550074,-0.999967238,0.0161893
0.007703282,-0.00006976,0.00248852,-0.99996723,0.0161914
0.00462564,0.005588058,0.003596221,-0.999967222,0.0161934
0.000425632,0.007390738,0.003285167,-0.999967201,0.0161985
-0.006905434,-0.001541153,0.003943371,-0.999967194,0.0162002
-0.000665179,-0.008059645,-0.000460761,-0.999967193,0.0162005
-0.000332235,0.007292442,-0.003519827,-0.99996716,0.0162088
-0.003975855,-0.00039334,0.007052446,-0.99996715,0.0162113
-0.001671271,-0.001309526,0.007824182,-0.999967137,0.0162145
0.003666327,0.004314062,-0.005806582,-0.999967115,0.0162198
0.000300262,-0.006722754,0.004526974,-0.99996711,0.016221
-0.006665773,-0.001215925,-0.004457571,-0.999967109,0.0162213
-0.000805254,-0.007497924,0.002995222,-0.99996708,0.0162284
-0.007655909,-0.001910788,0.00189126,-0.999967079,0.0162287
0.007688349,0.000471712,-0.002552518,-0.999967075,0.0162295
0.006711237,-0.004563523,0.000005033,-0.999967066,0.0162318
-0.002228538,-0.007502365,0.002153628,-0.999967054,0.0162347
-0.005138874,-0.001106328,0.006185914,-0.999967051,0.0162355
-0.004007198,-0.004310239,0.005593411,-0.999967038,0.0162386
-0.001246887,0.00445939,0.006671906,-0.999967022,0.0162427
0.000533822,-0.005920614,0.005537508,-0.999966998,0.0162484
-0.000580378,0.001887251,0.007880546,-0.999966999,0.0162486
0.002919519,-0.00647296,0.003953476,-0.999966973,0.0162547
0.00499998,0.003182393,-0.005561115,-0.999966973,0.0162549
0.000368729,-0.007658549,-0.002710745,-0.999966931,0.0162651
0.006915188,-0.000377994,0.004263462,-0.99996693,0.0162655
0.004832903,-0.005879181,0.00287205,-0.999966914,0.0162692
0.005875833,0.001984256,-0.005265307,-0.999966906,0.016271
-0.004751474,0.005470878,0.003706969,-0.999966875,0.0162788
0.004794299,0.000285568,0.006571899,-0.999966871,0.01628
-0.002030076,0.002885797,0.007337272,-0.999966857,0.0162831
-0.000294039,0.00780469,0.002315394,-0.999966819,0.0162926
-0.007386843,-0.001613686,0.003033719,-0.999966813,0.016294
0.001493144,-0.00267864,0.00754794,-0.999966811,0.0162943
0.005055924,0.003623333,-0.005261747,-0.999966811,0.0162947
-0.006832565,0.001767839,0.004077544,-0.999966782,0.0163018
-0.001020438,0.006645963,0.004619002,-0.999966727,0.0163152
-0.005849174,-0.005577597,-0.001135182,-0.999966694,0.0163233
-0.007675973,0.001105426,-0.00254999,-0.999966677,0.0163274
0.007647826,0.001818931,-0.002203451,-0.999966673,0.0163285
-0.00630204,-0.004907963,-0.001690454,-0.999966669,0.0163295
0.002663153,0.007699502,-0.000592601,-0.999966636,0.0163374
-0.007794281,-0.002444173,0.000036172,-0.999966636,0.0163374
0.00320906,-0.007107315,0.002433127,-0.999966633,0.0163382
0.007382131,0.003193853,0.001430813,-0.999966628,0.0163396
0.002574755,-0.001645061,-0.007578442,-0.999966615,0.0163423
0.004605588,0.005464961,0.0039659,-0.999966597,0.0163471
0.003104856,0.003902612,0.006479042,-0.999966575,0.0163523
-0.002178154,0.002136763,0.007588696,-0.99996655,0.0163583
0.000952042,0.006754121,-0.00451628,-0.999966539,0.0163613
0.001041282,0.003237452,0.007441117,-0.999966532,0.0163632
-0.004517858,0.005656122,0.003819823,-0.999966503,0.0163701
0.005298528,0.000123231,-0.006237776,-0.9999665,0.0163708
0.001804751,-0.004407293,0.006663563,-0.999966457,0.0163814
0.003732867,0.003519858,-0.006390003,-0.999966422,0.0163899
-0.000691576,0.007356012,-0.00354795,-0.999966411,0.0163925
0.001856205,0.00570278,0.005587601,-0.999966405,0.0163939
-0.004149313,0.006329466,-0.003150523,-0.999966397,0.0163958
0.002974858,-0.00190821,0.007397985,-0.999966389,0.016398
-0.007046453,-0.000524982,0.004162751,-0.999966371,0.0164022
0.003984622,0.003239908,-0.006395273,-0.999966363,0.0164041
-0.005405743,0.005564129,0.002666061,-0.999966355,0.0164062
-0.005996163,0.000605336,-0.005566365,-0.999966347,0.0164083
0.007644856,-0.001485921,0.002585388,-0.999966331,0.0164119
-0.004914341,0.006566571,0.000283365,-0.999966324,0.0164137
0.001781077,0.006702853,0.004388784,-0.999966318,0.0164152
0.006294026,-0.002616249,0.004572861,-0.999966314,0.016416
-0.000425517,0.000069012,-0.008196831,-0.999966312,0.0164164
-0.005438306,-0.00034533,-0.006139295,-0.999966307,0.0164179
0.002453753,0.000952616,0.007781907,-0.999966256,0.0164302
0.005864817,0.004124142,-0.004012678,-0.999966246,0.0164327
-0.007343124,0.002414644,0.002786048,-0.999966242,0.0164336
-0.004696857,-0.000766164,-0.006699153,-0.999966236,0.0164352
0.005143318,-0.003263396,0.005515903,-0.999966235,0.0164354
0.007704798,0.000897318,-0.002725538,-0.999966201,0.0164437
-0.004196634,-0.004477618,-0.005473112,-0.999966192,0.0164458
0.003965499,-0.002170716,-0.006868756,-0.999966191,0.0164461
0.001945934,0.005576562,-0.005722138,-0.999966186,0.0164474
0.007853068,-0.001886042,0.001553962,-0.999966178,0.0164492
0.000707831,0.007334714,0.003654967,-0.999966171,0.0164509
0.008029556,0.000735162,0.001626023,-0.99996617,0.0164511
-0.007314382,-0.003663244,-0.000864199,-0.999966166,0.0164521
-0.006000315,-0.002995264,-0.004764268,-0.999966163,0.0164529
-0.004828877,-0.006550306,0.001206485,-0.999966159,0.0164538
0.005352781,-0.002615407,-0.005680344,-0.99996612,0.0164634
-0.004642146,0.00664679,-0.001440708,-0.999966097,0.016469
-0.000371558,-0.008016782,0.001851679,-0.999966082,0.0164726
0.002003836,0.006271254,-0.004949613,-0.999966078,0.0164736
-0.003869967,0.001244555,-0.007165156,-0.999966067,0.0164764
0.000454339,0.00044251,-0.00821432,-0.999966061,0.0164778
0.004775951,0.006702824,0.000395643,-0.999966052,0.0164798
-0.003558117,-0.006041466,0.004328507,-0.999966052,0.01648
0.001588203,-0.007642177,0.002643183,-0.999966044,0.0164818
0.004139213,-0.002042381,0.006827998,-0.999966036,0.0164837
0.00395672,0.005325769,-0.004890471,-0.999966031,0.0164847
-0.007111838,-0.003347719,0.00248411,-0.999966021,0.0164873
-0.002360826,-0.006544414,-0.004423526,-0.999966014,0.0164892
-0.00602376,0.005298541,0.001906259,-0.999966002,0.0164918
0.007514022,0.003052829,0.001511371,-0.999965967,0.0165004
-0.000191537,0.005781231,0.00588538,-0.999965951,0.0165045
-0.002737508,0.002810025,-0.007261755,-0.999965938,0.0165076
-0.008015391,-0.000389892,-0.00194405,-0.999965911,0.0165142
-0.002810747,-0.002397117,-0.007387481,-0.999965889,0.0165196
0.006633379,-0.002364997,0.004322282,-0.999965861,0.0165263
-0.006332997,-0.004674519,0.002517886,-0.999965851,0.0165286
-0.007167605,-0.003594512,-0.002014184,-0.999965823,0.0165352
0.004718629,-0.000457252,0.006774797,-0.999965813,0.0165378
0.006918213,0.003262329,-0.00315526,-0.999965769,0.0165482
0.000398289,0.005702631,0.005982572,-0.999965765,0.0165496
-0.001435983,0.007020509,0.004142011,-0.999965746,0.0165538
0.000960139,0.005511763,0.006099814,-0.999965745,0.0165542
0.003790429,-0.002089645,-0.00706031,-0.999965708,0.0165631
0.003772759,-0.006872774,0.002667771,-0.999965707,0.0165634
0.002829875,0.004871951,0.006070714,-0.999965701,0.016565
0.004394652,0.006549001,0.002531467,-0.999965694,0.0165665
0.002941615,-0.007626387,-0.001359251,-0.999965668,0.0165727
0.003583413,0.002167705,-0.007156114,-0.999965625,0.0165834
0.001392183,0.004871973,-0.006564534,-0.999965616,0.0165856
-0.004998217,-0.004493942,-0.004858824,-0.999965606,0.0165877
-0.007363478,0.002587089,-0.002814922,-0.999965581,0.0165939
-0.004680123,-0.0034414,-0.005924294,-0.999965577,0.0165947
-0.000950377,0.006830331,-0.004619044,-0.999965553,0.0166005
-0.002085279,-0.002566547,0.007613513,-0.999965549,0.0166013
0.001375994,0.001177609,-0.008102499,-0.999965534,0.0166053
-0.007020473,0.004151839,0.001567719,-0.999965508,0.0166114
-0.004324155,0.007077787,-0.000452201,-0.9999655,0.0166132
-0.005628814,-0.004853614,0.003710385,-0.999965495,0.0166144
-0.003713621,-0.005672454,-0.004800938,-0.999965491,0.0166153
0.007038555,-0.000418689,0.004393158,-0.999965491,0.0166155
-0.003525365,0.007527184,0.000115939,-0.999965449,0.0166255
0.001767295,-0.003698972,0.007242941,-0.999965366,0.0166454
-0.004207641,0.00432101,-0.005757465,-0.999965238,0.0166764
0.006503475,-0.00258589,0.004533498,-0.999965232,0.0166777
0.000073265,0.004514817,-0.007011577,-0.999965224,0.0166798
-0.005256555,-0.005991236,0.00245895,-0.999965213,0.0166822
-0.00319852,0.007705098,-0.000190417,-0.999965182,0.0166897
-0.005334494,-0.002734338,-0.005808712,-0.999965162,0.0166945
0.00128702,-0.005896921,-0.005766556,-0.999965158,0.0166955
0.002073448,-0.006906237,0.004220579,-0.999965095,0.0167106
0.00299622,0.00354316,-0.006950456,-0.999965079,0.0167142
-0.000898753,-0.002941281,-0.007770823,-0.999965077,0.0167149
0.004695631,0.004066716,0.005597142,-0.999965042,0.0167234
-0.00684027,0.004598868,0.001431487,-0.999965005,0.016732
0.005083373,-0.006249764,-0.002255926,-0.999965005,0.0167322
0.006791083,-0.003008433,-0.003853038,-0.999964992,0.0167353
-0.001550004,0.004439192,0.006926738,-0.999964955,0.0167442
0.001511203,0.007299504,0.003822291,-0.999964911,0.0167546
-0.007592587,0.00340309,0.001001997,-0.999964883,0.0167612
0.002474989,0.007786354,0.001866641,-0.999964881,0.0167617
0.002317586,-0.006184857,0.005160026,-0.999964875,0.0167631
0.007252167,0.003749243,0.001921509,-0.999964828,0.0167743
-0.003757581,-0.003731981,0.006503751,-0.999964826,0.0167747
-0.003603145,-0.007535491,0.000761449,-0.999964826,0.0167747
0.008196136,0.001624725,0.000746757,-0.999964812,0.016778
0.005074068,0.004685807,0.004761701,-0.999964811,0.0167783
-0.005546584,-0.006128733,-0.001437999,-0.999964802,0.0167804
-0.007197774,0.003771079,-0.002094191,-0.999964792,0.0167829
-0.001466116,0.007713534,-0.00297168,-0.99996476,0.0167906
0.001623999,0.000562669,-0.008217784,-0.999964756,0.0167915
-0.003407793,0.006729319,-0.003686617,-0.999964755,0.0167915
-0.006192964,-0.002585812,-0.005046487,-0.999964746,0.0167938
0.003870145,0.006488496,0.003672277,-0.999964717,0.0168007
-0.006297576,0.004665047,0.003024782,-0.999964714,0.0168016
0.00533262,0.006399568,0.001119506,-0.999964677,0.0168103
0.002444517,-0.007602251,0.002625996,-0.999964667,0.0168127
0.007687923,0.002939814,0.001711459,-0.999964661,0.0168139
-0.006444471,0.003824105,-0.003810754,-0.999964661,0.0168141
0.005759826,-0.005773213,0.002059796,-0.999964625,0.0168226
